| Puzzle     | Elapsed Time (s)     | CPU Time (s)         | Peak Memory Usage (MB)    |
| 490        | 0.033635             | 0.000000             | 4.402344                  |
| 491        | 0.031116             | 0.015625             | 4.402344                  |
| 492        | 0.033796             | 0.000000             | 4.402344                  |
| 493        | 0.038996             | 0.015625             | 4.402344                  |
| 494        | 0.033200             | 0.000000             | 4.402344                  |
| 495        | 0.031196             | 0.015625             | 4.402344                  |
| 496        | 0.033739             | 0.000000             | 4.402344                  |
| 497        | 0.037119             | 0.000000             | 4.402344                  |
| 498        | 0.034333             | 0.000000             | 4.402344                  |
| 499        | 0.033978             | 0.000000             | 4.402344                  |
| 500        | 0.032561             | 0.000000             | 4.402344                  |
| 501        | 0.032414             | 0.000000             | 4.402344                  |
| 502        | 0.034445             | 0.000000             | 4.402344                  |
| 503        | 0.034139             | 0.000000             | 4.402344                  |
| 504        | 0.033149             | 0.000000             | 4.402344                  |
